type	latitude	longitude	color	opacity	width	scale	sym	name	desc
W	51.034399900	2.376783900				0.7	images/icon-1.png	Dunkirk, France	
W	67.931897000	26.536155000				0.7	images/icon-2.png	Lapland, Finland	

type	latitude	longitude	color	opacity	width	scale	sym	name	desc
T	52.983560000	8.532710000							
T	52.985020000	8.533510000							
T	52.985020000	8.533520000							
T	52.986660000	8.534380000							
T	52.988070000	8.535440000							
T	52.993180000	8.540560000							
T	53.010190000	8.559390000							
T	53.014910000	8.566690000							
T	53.018650000	8.570800000							
T	53.017500000	8.573670000							
T	53.015340000	8.585060000							
T	53.032990000	8.596270000							
T	53.033240000	8.596560000							
T	53.033440000	8.596920000							
T	53.033880000	8.598830000							
T	53.034120000	8.599340000							
T	53.034350000	8.599600000							
T	53.034940000	8.599890000							
T	53.034940000	8.599900000							
T	53.035390000	8.600060000							
T	53.035570000	8.600060000							
T	53.035800000	8.601620000							
T	53.035980000	8.602150000							
T	53.036750000	8.603440000							
T	53.036960000	8.604140000							
T	53.036950000	8.606460000							
T	53.037100000	8.607060000							
T	53.038000000	8.608610000							
T	53.038010000	8.608610000							
T	53.038540000	8.609460000							
T	53.038680000	8.609600000							
T	53.039600000	8.610160000							
T	53.040300000	8.611170000							
T	53.041820000	8.614640000							
T	53.042150000	8.615100000							
T	53.044220000	8.616670000							
T	53.046600000	8.618830000							
T	53.046430000	8.619420000							
T	53.046510000	8.620940000							
T	53.046740000	8.620890000							
T	53.047240000	8.625350000							
T	53.047220000	8.625360000							
T	53.047170000	8.625330000							
T	53.047080000	8.625390000							
T	53.047080000	8.626470000							
T	53.046960000	8.627160000							
T	53.046800000	8.627530000							
T	53.046840000	8.627640000							
T	53.048490000	8.629620000							
T	53.048420000	8.630000000							
T	53.048570000	8.631420000							
T	53.048730000	8.632060000							
T	53.049790000	8.634240000							
T	53.050880000	8.635670000							
T	53.051490000	8.636900000							
T	53.052750000	8.643170000							
T	53.053360000	8.653220000							
T	53.053110000	8.660220000							
T	53.053080000	8.660310000							
T	53.052860000	8.667510000							
T	53.052980000	8.668870000							
T	53.056610000	8.680880000							
T	53.056870000	8.682870000							
T	53.055900000	8.693800000							
T	53.056130000	8.710560000							
T	53.057020000	8.724540000							
T	53.058440000	8.733310000							
T	53.058430000	8.733790000							
T	53.058530000	8.733890000							
T	53.059120000	8.736330000							
T	53.059280000	8.736400000							
T	53.061220000	8.736600000							
T	53.061380000	8.736680000							
T	53.061630000	8.737090000							
T	53.061930000	8.740140000							
T	53.062030000	8.740360000							
T	53.062480000	8.740650000							
T	53.062720000	8.740970000							
T	53.062830000	8.741370000							
T	53.063460000	8.747490000							
T	53.064010000	8.749340000							
T	53.069230000	8.761020000							
T	53.070260000	8.762680000							
T	53.070660000	8.763970000							
T	53.071860000	8.769570000							
T	53.071850000	8.769660000							
T	53.071960000	8.769910000							
T	53.072280000	8.770230000							
T	53.068780000	8.779360000							
T	53.068370000	8.780120000							
T	53.068010000	8.780550000							
T	53.068010000	8.780590000							
T	53.066780000	8.782290000							
T	53.068540000	8.785340000							
T	53.077990000	8.799640000							
T	53.078300000	8.800280000							
T	53.078650000	8.800730000							
T	53.078810000	8.800530000							
T	53.081260000	8.805390000							
T	53.081530000	8.806190000							
T	53.082530000	8.807660000							
T	53.082530000	8.807420000							
T	53.083700000	8.805400000							
T	53.084610000	8.803170000							
T	53.085770000	8.804700000							
T	53.085870000	8.804740000							
T	53.087300000	8.806580000							
T	53.090760000	8.814470000							
T	53.090600000	8.814820000							
T	53.090520000	8.815650000							
T	53.090640000	8.816220000							
T	53.090770000	8.816520000							
T	53.091020000	8.816850000							
T	53.091310000	8.817100000							
T	53.091570000	8.817460000							
T	53.092270000	8.819570000							
T	53.092570000	8.820110000							
T	53.092940000	8.820510000							
T	53.093200000	8.820650000							
T	53.093340000	8.820650000							
T	53.093730000	8.820830000							
T	53.094090000	8.821260000							
T	53.095220000	8.823180000							
T	53.095600000	8.823590000							
T	53.096400000	8.825160000							
T	53.097040000	8.825850000							
T	53.097520000	8.826170000							
T	53.097930000	8.826350000							
T	53.098480000	8.826480000							
T	53.098910000	8.826740000							
T	53.099610000	8.827570000							
T	53.099850000	8.827770000							
T	53.100780000	8.827920000							
T	53.101330000	8.828500000							
T	53.101760000	8.829640000							
T	53.101800000	8.830670000							
T	53.101310000	8.833250000							
T	53.101380000	8.834520000							
T	53.101300000	8.835400000							
T	53.101180000	8.835740000							
T	53.100970000	8.836020000							
T	53.100860000	8.836070000							
T	53.101070000	8.836710000							
T	53.101060000	8.836870000							
T	53.100950000	8.837160000							
T	53.100620000	8.837560000							
T	53.101610000	8.838260000							
T	53.101680000	8.838230000							
T	53.101790000	8.838070000							
T	53.102030000	8.837380000							
T	53.102090000	8.837480000							
T	53.105070000	8.839640000							
T	53.105300000	8.839680000							
T	53.105530000	8.839580000							
T	53.105610000	8.839750000							
T	53.106230000	8.840110000							
T	53.106260000	8.840160000							
T	53.106070000	8.841250000							
T	53.112180000	8.847180000							
T	53.115020000	8.849440000							
T	53.117990000	8.852780000							
T	53.130000000	8.864110000							
T	53.129870000	8.864790000							
T	53.129130000	8.866040000							
T	53.128910000	8.867100000							
T	53.128460000	8.868160000							
T	53.128110000	8.869810000							
T	53.128120000	8.869930000							
T	53.128160000	8.870010000							
T	53.128560000	8.870410000							
T	53.130700000	8.871430000							
T	53.131080000	8.871470000							
T	53.131260000	8.871600000							
T	53.131450000	8.871650000							
T	53.131600000	8.871750000							
T	53.131880000	8.872470000							
T	53.132220000	8.872710000							
T	53.132960000	8.874350000							
T	53.133110000	8.875130000							
T	53.133010000	8.875690000							
T	53.132980000	8.876830000							
T	53.131980000	8.882540000							
T	53.132250000	8.889080000							
T	53.132380000	8.889750000							
T	53.132240000	8.891100000							
T	53.132160000	8.891240000							
T	53.131130000	8.894680000							
T	53.131320000	8.894830000							
T	53.131500000	8.894900000							
T	53.131580000	8.894900000							
T	53.133050000	8.894380000							
T	53.134880000	8.894200000							
T	53.134700000	8.895620000							
T	53.134730000	8.896570000							
T	53.134820000	8.897000000							
T	53.134960000	8.897310000							
T	53.135730000	8.898380000							
T	53.135700000	8.898640000							
T	53.136130000	8.898870000							
T	53.139230000	8.903190000							
T	53.141200000	8.907760000							
T	53.141420000	8.907980000							
T	53.141610000	8.908060000							
T	53.142550000	8.908090000							
T	53.142790000	8.908220000							
T	53.143030000	8.908460000							
T	53.143590000	8.909480000							
T	53.144000000	8.909730000							
T	53.146070000	8.910160000							
T	53.146480000	8.910480000							
T	53.146660000	8.910720000							
T	53.148810000	8.915580000							
T	53.149670000	8.916690000							
T	53.150050000	8.917060000							
T	53.150610000	8.917430000							
T	53.151030000	8.921740000							
T	53.153220000	8.931280000							
T	53.153370000	8.931620000							
T	53.153120000	8.935050000							
T	53.153210000	8.936510000							
T	53.153530000	8.937840000							
T	53.157100000	8.944040000							
T	53.157720000	8.944760000							
T	53.158500000	8.945430000							
T	53.158670000	8.945880000							
T	53.158760000	8.945990000							
T	53.158840000	8.946030000							
T	53.158910000	8.946030000							
T	53.159050000	8.945940000							
T	53.159150000	8.945710000							
T	53.159530000	8.945900000							
T	53.159680000	8.945890000							
T	53.161900000	8.947350000							
T	53.162900000	8.948160000							
T	53.163090000	8.948410000							
T	53.164870000	8.951750000							
T	53.170470000	8.958870000							
T	53.171430000	8.960440000							
T	53.171810000	8.960900000							
T	53.172460000	8.961320000							
T	53.172720000	8.961390000							
T	53.173160000	8.961410000							
T	53.173410000	8.961360000							
T	53.175070000	8.960680000							
T	53.183320000	8.982480000							
T	53.183300000	8.982510000							
T	53.183340000	8.982750000							
T	53.183350000	8.982750000							
T	53.183350000	8.982760000							
T	53.183400000	8.982770000							
T	53.183400000	8.982760000							
T	53.183420000	8.982760000							
T	53.183460000	8.982710000							
T	53.200870000	9.028690000							
T	53.201560000	9.029950000							
T	53.209700000	9.042120000							
T	53.216100000	9.056150000							
T	53.218320000	9.059470000							
T	53.218690000	9.060280000							
T	53.219160000	9.061760000							
T	53.221800000	9.075060000							
T	53.222320000	9.076130000							
T	53.222910000	9.076760000							
T	53.223300000	9.077030000							
T	53.224040000	9.077380000							
T	53.224400000	9.077370000							
T	53.225310000	9.076930000							
T	53.225580000	9.076930000							
T	53.225830000	9.077060000							
T	53.226500000	9.077730000							
T	53.226690000	9.078230000							
T	53.226810000	9.079120000							
T	53.226600000	9.087670000							
T	53.227050000	9.091720000							
T	53.234310000	9.124720000							
T	53.246340000	9.145060000							
T	53.249530000	9.149240000							
T	53.250170000	9.149700000							
T	53.250580000	9.150240000							
T	53.250900000	9.150930000							
T	53.251010000	9.151660000							
T	53.251110000	9.151910000							
T	53.251190000	9.151990000							
T	53.251330000	9.152050000							
T	53.252520000	9.152240000							
T	53.252970000	9.152530000							
T	53.254310000	9.154660000							
T	53.255520000	9.157860000							
T	53.255730000	9.158820000							
T	53.255880000	9.161260000							
T	53.255790000	9.166180000							
T	53.256620000	9.176280000							
T	53.257300000	9.179220000							
T	53.257660000	9.182430000							
T	53.257890000	9.183450000							
T	53.258360000	9.184220000							
T	53.258580000	9.184420000							
T	53.258870000	9.184570000							
T	53.260280000	9.184810000							
T	53.260600000	9.185010000							
T	53.261250000	9.185720000							
T	53.262000000	9.186960000							
T	53.263560000	9.188830000							
T	53.264650000	9.190890000							
T	53.272300000	9.203030000							
T	53.272700000	9.203310000							
T	53.273710000	9.203530000							
T	53.274070000	9.203750000							
T	53.274300000	9.204030000							
T	53.279110000	9.213700000							
T	53.281350000	9.217450000							
T	53.285990000	9.222570000							
T	53.286650000	9.223760000							
T	53.286890000	9.224480000							
T	53.288800000	9.234660000							
T	53.289270000	9.235760000							
T	53.289280000	9.235760000							
T	53.291120000	9.238940000							
T	53.291320000	9.239100000							
T	53.291600000	9.239160000							
T	53.291690000	9.239140000							
T	53.291790000	9.241370000							
T	53.291860000	9.241560000							
T	53.293750000	9.256790000							
T	53.293710000	9.256810000							
T	53.293710000	9.256820000							
T	53.293700000	9.256820000							
T	53.293650000	9.256970000							
T	53.293700000	9.257160000							
T	53.293720000	9.257170000							
T	53.293720000	9.257180000							
T	53.293790000	9.257200000							
T	53.295730000	9.271790000							
T	53.295710000	9.272600000							
T	53.295890000	9.272740000							
T	53.295980000	9.272910000							
T	53.296480000	9.274830000							
T	53.295980000	9.275450000							
T	53.295940000	9.275620000							
T	53.295660000	9.275620000							
T	53.295430000	9.276280000							
T	53.295320000	9.277060000							
T	53.295360000	9.277660000							
T	53.295670000	9.278920000							
T	53.296380000	9.283950000							
T	53.300810000	9.298760000							
T	53.306580000	9.320690000							
T	53.307140000	9.322110000							
T	53.312690000	9.331670000							
T	53.313750000	9.333890000							
T	53.314020000	9.334270000							
T	53.314640000	9.334870000							
T	53.314740000	9.334910000							
T	53.314770000	9.335000000							
T	53.314780000	9.335000000							
T	53.314780000	9.335010000							
T	53.314790000	9.335010000							
T	53.314810000	9.335040000							
T	53.314830000	9.335040000							
T	53.314830000	9.335050000							
T	53.314860000	9.335050000							
T	53.314860000	9.335040000							
T	53.314900000	9.335030000							
T	53.314900000	9.335020000							
T	53.314910000	9.335020000							
T	53.314910000	9.335010000							
T	53.314920000	9.335010000							
T	53.314930000	9.334990000							
T	53.314990000	9.335030000							
T	53.315030000	9.335030000							
T	53.316910000	9.336000000							
T	53.330340000	9.359730000							
T	53.331580000	9.361330000							
T	53.331860000	9.361990000							
T	53.334740000	9.372020000							
T	53.334890000	9.372250000							
T	53.335970000	9.373200000							
T	53.336490000	9.373370000							
T	53.337640000	9.375420000							
T	53.340310000	9.383740000							
T	53.345820000	9.397120000							
T	53.346390000	9.398980000							
T	53.346840000	9.399730000							
T	53.347340000	9.400040000							
T	53.348360000	9.400120000							
T	53.350280000	9.400990000							
T	53.353230000	9.403450000							
T	53.354250000	9.404640000							
T	53.354940000	9.405900000							
T	53.355550000	9.407570000							
T	53.356610000	9.412190000							
T	53.357070000	9.413300000							
T	53.357770000	9.414490000							
T	53.363560000	9.420710000							
T	53.363850000	9.421180000							
T	53.365170000	9.426520000							
T	53.365410000	9.427110000							
T	53.367240000	9.429890000							
T	53.368940000	9.432030000							
T	53.368780000	9.432670000							
T	53.368780000	9.432960000							
T	53.379110000	9.467880000							
T	53.380990000	9.471130000							
T	53.388260000	9.478690000							
T	53.393110000	9.485610000							
T	53.400380000	9.491480000							
T	53.401040000	9.492260000							
T	53.402900000	9.495170000							
T	53.403420000	9.496860000							
T	53.404560000	9.507120000							
T	53.405070000	9.508720000							
T	53.406990000	9.513270000							
T	53.407820000	9.516420000							
T	53.412140000	9.541820000							
T	53.414900000	9.550870000							
T	53.415770000	9.552970000							
T	53.416110000	9.553570000							
T	53.417450000	9.555350000							
T	53.418160000	9.556660000							
T	53.429020000	9.589370000							
T	53.433160000	9.613990000							
T	53.433730000	9.614190000							
T	53.434000000	9.614410000							
T	53.434010000	9.614470000							
T	53.434020000	9.614470000							
T	53.434350000	9.616570000							
T	53.434820000	9.617670000							
T	53.440450000	9.626980000							
T	53.440460000	9.627050000							
T	53.441250000	9.628370000							
T	53.441330000	9.628440000							
T	53.443990000	9.632930000							
T	53.443970000	9.633100000							
T	53.444050000	9.633270000							
T	53.444080000	9.633280000							
T	53.444080000	9.633290000							
T	53.444150000	9.633290000							
T	53.444180000	9.633270000							
T	53.452780000	9.647440000							
T	53.452790000	9.647440000							
T	53.452790000	9.647450000							
T	53.452830000	9.647460000							
T	53.457300000	9.654830000							
T	53.457310000	9.654900000							
T	53.461550000	9.661890000							
T	53.461610000	9.661940000							
T	53.462950000	9.664230000							
T	53.464450000	9.668500000							
T	53.465160000	9.671060000							
T	53.467010000	9.680420000							
T	53.467960000	9.682210000							
T	53.468790000	9.685150000							
T	53.469200000	9.687480000							
T	53.469890000	9.689610000							
T	53.469980000	9.689570000							
T	53.470060000	9.690260000							
T	53.470100000	9.690270000							
T	53.470140000	9.689670000							
T	53.470390000	9.689980000							
T	53.470340000	9.690070000							
T	53.470280000	9.690470000							
T	53.470300000	9.690520000							
T	53.470350000	9.690530000							
T	53.470440000	9.690220000							
T	53.470540000	9.690310000							
T	53.470580000	9.690160000							
T	53.471820000	9.691540000							
T	53.474930000	9.696630000							
T	53.475090000	9.696440000							
T	53.475230000	9.696350000							
T	53.475750000	9.696390000							
T	53.476210000	9.696280000							
T	53.476430000	9.696350000							
T	53.476580000	9.696460000							
T	53.476620000	9.696460000							
T	53.476650000	9.696540000							
T	53.478470000	9.698680000							
T	53.478530000	9.698680000							
T	53.478960000	9.699150000							
T	53.478680000	9.699940000							
T	53.478700000	9.700300000							
T	53.478690000	9.700300000							
T	53.478630000	9.700390000							
T	53.478620000	9.700590000							
T	53.478690000	9.700720000							
T	53.478700000	9.700720000							
T	53.478700000	9.700730000							
T	53.478790000	9.700740000							
T	53.478850000	9.700680000							
T	53.479160000	9.700790000							
T	53.481710000	9.702830000							
T	53.484030000	9.704130000							
T	53.487400000	9.707350000							
T	53.487570000	9.707640000							
T	53.488300000	9.709870000							
T	53.488630000	9.710520000							
T	53.489850000	9.711590000							
T	53.490620000	9.712470000							
T	53.490940000	9.712700000							
T	53.493720000	9.713420000							
T	53.493980000	9.713710000							
T	53.495270000	9.716390000							
T	53.495730000	9.716950000							
T	53.496860000	9.717680000							
T	53.497180000	9.718040000							
T	53.498420000	9.720520000							
T	53.499230000	9.723040000							
T	53.499540000	9.723570000							
T	53.501670000	9.725970000							
T	53.502240000	9.726880000							
T	53.502490000	9.727130000							
T	53.506040000	9.729550000							
T	53.506620000	9.729720000							
T	53.507180000	9.729630000							
T	53.507230000	9.729650000							
T	53.507710000	9.729430000							
T	53.508450000	9.728390000							
T	53.510610000	9.721750000							
T	53.511200000	9.720770000							
T	53.511650000	9.720290000							
T	53.512090000	9.719970000							
T	53.512460000	9.719790000							
T	53.512800000	9.719710000							
T	53.513310000	9.719700000							
T	53.513920000	9.719870000							
T	53.514170000	9.720000000							
T	53.517010000	9.722220000							
T	53.518040000	9.723290000							
T	53.519330000	9.725050000							
T	53.526240000	9.731040000							
T	53.526740000	9.731660000							
T	53.527180000	9.732530000							
T	53.527860000	9.734890000							
T	53.529100000	9.737300000							
T	53.529950000	9.738390000							
T	53.530720000	9.740270000							
T	53.531600000	9.741740000							
T	53.532150000	9.742100000							
T	53.532410000	9.742420000							
T	53.532610000	9.742840000							
T	53.532710000	9.743230000							
T	53.532900000	9.747360000							
T	53.532390000	9.749920000							
T	53.532420000	9.750850000							
T	53.532630000	9.751940000							
T	53.532740000	9.753340000							
T	53.533340000	9.755390000							
T	53.533430000	9.755960000							
T	53.533380000	9.756470000							
T	53.532970000	9.757970000							
T	53.532940000	9.758480000							
T	53.533230000	9.760210000							
T	53.533000000	9.763010000							
T	53.532830000	9.763450000							
T	53.532430000	9.764030000							
T	53.531990000	9.765080000							
T	53.531740000	9.767220000							
T	53.531400000	9.768220000							
T	53.531220000	9.769620000							
T	53.530690000	9.770720000							
T	53.530600000	9.771240000							
T	53.530680000	9.772060000							
T	53.530940000	9.772690000							
T	53.531280000	9.773230000							
T	53.531420000	9.774150000							
T	53.531480000	9.774200000							
T	53.531530000	9.774210000							
T	53.531820000	9.774140000							
T	53.531950000	9.774160000							
T	53.532060000	9.774230000							
T	53.532240000	9.774270000							
T	53.532610000	9.774150000							
T	53.532740000	9.774150000							
T	53.532880000	9.774290000							
T	53.533050000	9.774990000							
T	53.533300000	9.775270000							
T	53.533820000	9.775550000							
T	53.534170000	9.775840000							
T	53.534670000	9.776710000							
T	53.534970000	9.778370000							
T	53.535260000	9.779330000							
T	53.535210000	9.779320000							
T	53.535070000	9.779450000							
T	53.535010000	9.779460000							
T	53.534880000	9.779380000							
T	53.534800000	9.779390000							
T	53.534720000	9.779440000							
T	53.534550000	9.779780000							
T	53.534390000	9.781410000							
T	53.534270000	9.781870000							
T	53.533310000	9.783960000							
T	53.533120000	9.784620000							
T	53.533030000	9.785320000							
T	53.533060000	9.786250000							
T	53.533670000	9.788830000							
T	53.533960000	9.790870000							
T	53.534240000	9.790200000							
T	53.534360000	9.790090000							
T	53.534520000	9.790070000							
T	53.534660000	9.790100000							
T	53.540150000	9.794500000							
T	53.541210000	9.795100000							
T	53.541700000	9.795120000							
T	53.545170000	9.793610000							
T	53.546870000	9.794480000							
T	53.549550000	9.796320000							
T	53.551090000	9.797870000							
T	53.555920000	9.804650000							
T	53.556570000	9.804990000							
T	53.556470000	9.805290000							
T	53.556360000	9.806060000							
T	53.556120000	9.806420000							
T	53.555930000	9.807620000							
T	53.555970000	9.807830000							
T	53.555890000	9.808060000							
T	53.555670000	9.810430000							
T	53.555700000	9.810540000							
T	53.555890000	9.810690000							
T	53.555910000	9.810760000							
T	53.555450000	9.812650000							
T	53.555130000	9.813380000							
T	53.554460000	9.816560000							
T	53.554400000	9.819790000							
T	53.554260000	9.820480000							
T	53.554190000	9.823370000							
T	53.554330000	9.823450000							
T	53.554400000	9.823450000							
T	53.554670000	9.823290000							
T	53.554930000	9.822980000							
T	53.554810000	9.824100000							
T	53.555040000	9.824190000							
T	53.555080000	9.824240000							
T	53.555380000	9.823470000							
T	53.555450000	9.823400000							
T	53.556140000	9.823270000							
T	53.557380000	9.823350000							
T	53.558350000	9.822940000							
T	53.558460000	9.822800000							
T	53.558600000	9.822290000							
T	53.558660000	9.822230000							
T	53.558930000	9.822150000							
T	53.559120000	9.822180000							
T	53.559120000	9.822190000							
T	53.559420000	9.822210000							
T	53.559620000	9.821830000							
T	53.559730000	9.821940000							
T	53.560530000	9.823540000							
T	53.560780000	9.823700000							
T	53.561610000	9.824020000							
T	53.561800000	9.824160000							
T	53.562250000	9.824760000							
T	53.563940000	9.826190000							
T	53.564170000	9.826320000							
T	53.566060000	9.826850000							
T	53.566370000	9.827060000							
T	53.566460000	9.827080000							
T	53.566760000	9.827320000							
T	53.566960000	9.827590000							
T	53.566980000	9.827660000							
T	53.567280000	9.827810000							
T	53.568540000	9.828750000							
T	53.569020000	9.829400000							
T	53.569050000	9.829520000							
T	53.570520000	9.831780000							
T	53.571950000	9.834940000							
T	53.572660000	9.836130000							
T	53.574770000	9.838160000							
T	53.575220000	9.838930000							
T	53.577010000	9.844280000							
T	53.577770000	9.847370000							
T	53.577760000	9.847550000							
T	53.578090000	9.849130000							
T	53.578920000	9.851150000							
T	53.579320000	9.852910000							
T	53.579830000	9.854050000							
T	53.582090000	9.857790000							
T	53.584430000	9.863840000							
T	53.586020000	9.869240000							
T	53.586160000	9.871610000							
T	53.586100000	9.872030000							
T	53.586320000	9.872910000							
T	53.587960000	9.875130000							
T	53.588490000	9.876110000							
T	53.588570000	9.876180000							
T	53.590420000	9.878990000							
T	53.590460000	9.879170000							
T	53.593440000	9.882960000							
T	53.593630000	9.883100000							
T	53.593830000	9.883160000							
T	53.598270000	9.886350000							
T	53.598880000	9.887020000							
T	53.599380000	9.887400000							
T	53.602170000	9.890440000							
T	53.603380000	9.892960000							
T	53.603390000	9.893120000							
T	53.603930000	9.894780000							
T	53.606030000	9.899570000							
T	53.606590000	9.902270000							
T	53.606500000	9.903830000							
T	53.606920000	9.905900000							
T	53.607100000	9.906320000							
T	53.607530000	9.905830000							
T	53.608220000	9.905260000							
T	53.608310000	9.905110000							
T	53.608620000	9.904980000							
T	53.609020000	9.904900000							
T	53.609270000	9.904790000							
T	53.609590000	9.904750000							
T	53.613040000	9.905860000							
T	53.613100000	9.905920000							
T	53.614080000	9.906300000							
T	53.614200000	9.906290000							
T	53.615580000	9.906770000							
T	53.615690000	9.906890000							
T	53.617230000	9.907460000							
T	53.619230000	9.907970000							
T	53.619410000	9.908060000							
T	53.621030000	9.908430000							
T	53.621100000	9.908400000							
T	53.631840000	9.910750000							
T	53.631990000	9.910840000							
T	53.632900000	9.910990000							
T	53.635020000	9.915480000							
T	53.637570000	9.920150000							
T	53.637860000	9.920960000							
T	53.638220000	9.922900000							
T	53.638440000	9.923550000							
T	53.638540000	9.923700000							
T	53.640050000	9.924840000							
T	53.643020000	9.928140000							
T	53.644280000	9.928780000							
T	53.644920000	9.929400000							
T	53.645220000	9.929850000							
T	53.645860000	9.931370000							
T	53.648210000	9.939450000							
T	53.648540000	9.941160000							
T	53.649040000	9.945620000							
T	53.649560000	9.948300000							
T	53.650870000	9.950180000							
T	53.654960000	9.953670000							
T	53.655840000	9.954760000							
T	53.657930000	9.958520000							
T	53.659740000	9.962420000							
T	53.660320000	9.963160000							
T	53.662080000	9.964380000							
T	53.662760000	9.965190000							
T	53.663020000	9.965680000							
T	53.663450000	9.967030000							
T	53.663730000	9.969890000							
T	53.663960000	9.970800000							
T	53.664490000	9.972120000							
T	53.666860000	9.976430000							
T	53.666930000	9.976650000							
T	53.668080000	9.978690000							
T	53.681740000	9.996210000							
T	53.682480000	9.998080000							
T	53.682530000	10.000980000							
T	53.682460000	10.001050000							
T	53.682430000	10.001300000							
T	53.682480000	10.001430000							
T	53.682530000	10.001470000							
T	53.682850000	10.009690000							
T	53.687020000	10.031250000							
T	53.688210000	10.035580000							
T	53.688190000	10.035660000							
T	53.688890000	10.038200000							
T	53.690170000	10.040900000							
T	53.690420000	10.041250000							
T	53.694100000	10.044930000							
T	53.714720000	10.078370000							
T	53.714780000	10.078420000							
T	53.740210000	10.119750000							
T	53.740930000	10.120500000							
T	53.741710000	10.121050000							
T	53.742530000	10.121390000							
T	53.744610000	10.121570000							
T	53.745060000	10.121730000							
T	53.745820000	10.122250000							
T	53.746550000	10.123070000							
T	53.748710000	10.126110000							
T	53.748860000	10.126240000							
T	53.748960000	10.126270000							
T	53.749350000	10.126220000							
T	53.750630000	10.126760000							
T	53.750670000	10.126810000							
T	53.751260000	10.127060000							
T	53.751360000	10.127050000							
T	53.759070000	10.130120000							
T	53.759400000	10.130180000							
T	53.759800000	10.130160000							
T	53.760230000	10.130040000							
T	53.760810000	10.129760000							
T	53.769140000	10.124390000							
T	53.769860000	10.124100000							
T	53.772870000	10.124010000							
T	53.773930000	10.124210000							
T	53.777500000	10.125790000							
T	53.778710000	10.126560000							
T	53.783970000	10.130880000							
T	53.788640000	10.135450000							
T	53.788740000	10.135490000							
T	53.796960000	10.142360000							
T	53.799110000	10.145490000							
T	53.799200000	10.145560000							
T	53.808740000	10.159600000							
T	53.811340000	10.164590000							
T	53.813220000	10.167050000							
T	53.813280000	10.167080000							
T	53.814880000	10.169110000							
T	53.816080000	10.171150000							
T	53.816100000	10.171250000							
T	53.822360000	10.183630000							
T	53.822870000	10.185470000							
T	53.823870000	10.191490000							
T	53.824670000	10.194450000							
T	53.843230000	10.236630000							
T	53.843970000	10.237760000							
T	53.844550000	10.238360000							
T	53.846840000	10.239820000							
T	53.846840000	10.239830000							
T	53.850870000	10.242300000							
T	53.850870000	10.242310000							
T	53.855360000	10.245100000							
T	53.855360000	10.245110000							
T	53.866730000	10.252210000							
T	53.866990000	10.252300000							
T	53.867930000	10.252440000							
T	53.868220000	10.252580000							
T	53.869240000	10.253780000							
T	53.873080000	10.260410000							
T	53.873710000	10.261160000							
T	53.874120000	10.261490000							
T	53.874920000	10.261920000							
T	53.880320000	10.263930000							
T	53.888710000	10.265340000							
T	53.890130000	10.265280000							
T	53.896060000	10.264120000							
T	53.896140000	10.264150000							
T	53.898530000	10.263680000							
T	53.898580000	10.263640000							
T	53.908810000	10.261700000							
T	53.909400000	10.261690000							
T	53.909990000	10.261830000							
T	53.910490000	10.262100000							
T	53.911130000	10.262640000							
T	53.917690000	10.270350000							
T	53.917720000	10.270430000							
T	53.920710000	10.273960000							
T	53.928560000	10.279710000							
T	53.928870000	10.280090000							
T	53.935500000	10.292030000							
T	53.936660000	10.294710000							
T	53.937000000	10.295960000							
T	53.937180000	10.298040000							
T	53.937100000	10.298880000							
T	53.937450000	10.298750000							
T	53.937510000	10.298660000							
T	53.937970000	10.298460000							
T	53.938390000	10.298390000							
T	53.940170000	10.298360000							
T	53.940440000	10.298470000							
T	53.942040000	10.299870000							
T	53.944350000	10.301230000							
T	53.951680000	10.307470000							
T	53.954010000	10.310070000							
T	53.958240000	10.316690000							
T	53.962030000	10.321460000							
T	53.964030000	10.326990000							
T	53.966300000	10.342980000							
T	53.969070000	10.372450000							
T	53.969430000	10.373950000							
T	53.974660000	10.384370000							
T	53.991470000	10.440510000							
T	53.992410000	10.446270000							
T	53.992470000	10.447650000							
T	53.992090000	10.455840000							
T	53.992190000	10.457940000							
T	53.999270000	10.491390000							
T	53.999440000	10.492870000							
T	53.998630000	10.518400000							
T	53.998950000	10.531310000							
T	54.000060000	10.537400000							
T	54.000500000	10.538900000							
T	54.028530000	10.597930000							
T	54.036460000	10.618870000							
T	54.041330000	10.649950000							
T	54.041310000	10.650100000							
T	54.043240000	10.662910000							
T	54.043150000	10.665110000							
T	54.043590000	10.665220000							
T	54.043670000	10.665350000							
T	54.045830000	10.679310000							
T	54.045820000	10.679310000							
T	54.045820000	10.679470000							
T	54.045830000	10.679470000							
T	54.045830000	10.679490000							
T	54.045890000	10.679540000							
T	54.045910000	10.679540000							
T	54.045910000	10.679530000							
T	54.045930000	10.679530000							
T	54.045930000	10.679520000							
T	54.045950000	10.679510000							
T	54.045950000	10.679500000							
T	54.055150000	10.682500000							
T	54.060500000	10.685440000							
T	54.066870000	10.687860000							
T	54.067640000	10.687960000							
T	54.072120000	10.687180000							
T	54.072790000	10.687240000							
T	54.073260000	10.687390000							
T	54.073940000	10.687780000							
T	54.077140000	10.690830000							
T	54.077750000	10.691610000							
T	54.082050000	10.698380000							
T	54.082480000	10.699250000							
T	54.084570000	10.705980000							
T	54.084820000	10.707410000							
T	54.085330000	10.723900000							
T	54.085550000	10.724950000							
T	54.090330000	10.738600000							
T	54.095020000	10.779840000							
T	54.095080000	10.779970000							
T	54.095530000	10.784430000							
T	54.095440000	10.784480000							
