type,latitude,longitude
T,58.20737,-4.49978
T,58.20672,-4.50029
T,58.20509,-4.50269
T,58.20422,-4.5045
T,58.20341,-4.50652
T,58.20302,-4.50785
T,58.20241,-4.51101
T,58.20215,-4.51175
T,58.20126,-4.51375
T,58.2007,-4.51473
T,58.20016,-4.51549
T,58.19863,-4.51709
T,58.19831,-4.51729
T,58.19802,-4.51739
T,58.19733,-4.51748
T,58.19704,-4.51741
T,58.19672,-4.51727
T,58.19571,-4.51648
T,58.1949,-4.51556
T,58.19489,-4.51556
T,58.19462,-4.51529
T,58.19389,-4.51476
T,58.19274,-4.51453
T,58.18975,-4.51433
T,58.18591,-4.51181
T,58.18561,-4.51166
T,58.18488,-4.51143
T,58.18455,-4.5114
T,58.18432,-4.51147
T,58.18318,-4.51236
T,58.18128,-4.51445
T,58.18054,-4.51506
T,58.17974,-4.5155
T,58.1795,-4.51552
T,58.17919,-4.51549
T,58.17807,-4.51506
T,58.17554,-4.51302
T,58.17158,-4.50824
T,58.1691,-4.50598
T,58.16857,-4.50526
T,58.16857,-4.50524
T,58.16814,-4.50448
T,58.16681,-4.50145
T,58.16384,-4.49693
T,58.16073,-4.49283
T,58.15961,-4.49181
T,58.15961,-4.4918
T,58.15518,-4.488
T,58.1518,-4.4846
T,58.15154,-4.48425
T,58.14989,-4.48057
T,58.14901,-4.47937
T,58.14876,-4.47893
T,58.14826,-4.47772
T,58.14613,-4.47073
T,58.14599,-4.47046
T,58.14582,-4.47028
T,58.14564,-4.47017
T,58.14544,-4.47011
T,58.14503,-4.4701
T,58.14494,-4.47013
T,58.14412,-4.47021
T,58.14408,-4.4702
T,58.14398,-4.47011
T,58.14318,-4.46896
T,58.14295,-4.46874
T,58.14135,-4.46797
T,58.14,-4.46685
T,58.13878,-4.46483
T,58.13835,-4.46433
T,58.1371,-4.46312
T,58.13682,-4.46297
T,58.1354,-4.46278
T,58.13539,-4.46277
T,58.1334,-4.46225
T,58.13317,-4.46208
T,58.13185,-4.4605
T,58.12894,-4.45769
T,58.12671,-4.45574
T,58.12591,-4.45485
T,58.12492,-4.45343
T,58.12198,-4.44867
T,58.12098,-4.44723
T,58.1153,-4.44064
T,58.11478,-4.44032
T,58.11319,-4.43841
T,58.10751,-4.43346
T,58.09934,-4.42333
T,58.09892,-4.42298
T,58.09835,-4.42265
T,58.09329,-4.42065
T,58.09194,-4.41976
T,58.09176,-4.41958
T,58.09155,-4.41922
T,58.0914,-4.41885
T,58.09132,-4.41873
T,58.09114,-4.41859
T,58.09072,-4.4187
T,58.09047,-4.41884
T,58.09015,-4.41922
T,58.09007,-4.41928
T,58.08965,-4.41945
T,58.08924,-4.41954
T,58.08894,-4.41956
T,58.0886,-4.41952
T,58.08819,-4.41936
T,58.08728,-4.41873
T,58.08691,-4.41859
T,58.08649,-4.4185
T,58.08632,-4.41834
T,58.08512,-4.41678
T,58.08476,-4.41647
T,58.08147,-4.41441
T,58.0813,-4.41434
T,58.08117,-4.41434
T,58.08099,-4.41439
T,58.0798,-4.41545
T,58.07962,-4.41551
T,58.07944,-4.41551
T,58.07908,-4.41537
T,58.07738,-4.41433
T,58.07719,-4.41414
T,58.0763,-4.41294
T,58.07595,-4.41264
T,58.07555,-4.41243
T,58.07462,-4.41213
T,58.07422,-4.41215
T,58.07395,-4.41224
T,58.07321,-4.41273
T,58.07241,-4.41346
T,58.07212,-4.41363
T,58.07212,-4.41364
T,58.07089,-4.41414
T,58.06196,-4.41658
T,58.05472,-4.41951
T,58.04766,-4.42176
T,58.04523,-4.42271
T,58.04485,-4.42292
T,58.04393,-4.4236
T,58.04278,-4.42412
T,58.03879,-4.42512
T,58.03844,-4.42507
T,58.03695,-4.42438
T,58.03643,-4.42401
T,58.03414,-4.4218
T,58.0323,-4.41921
T,58.03216,-4.41887
T,58.03184,-4.41722
T,58.03166,-4.41663
T,58.03106,-4.41544
T,58.03089,-4.41491
T,58.03046,-4.41243
T,58.03032,-4.41197
T,58.02906,-4.40962
T,58.02877,-4.40891
T,58.02848,-4.40785
T,58.02796,-4.4049
T,58.02767,-4.40423
T,58.02699,-4.40308
T,58.02657,-4.40155
T,58.02648,-4.40144
T,58.0264,-4.4014
T,58.02618,-4.4014
T,58.02469,-4.40177
T,58.02444,-4.40191
T,58.02239,-4.40367
T,58.02164,-4.40416
T,58.02152,-4.40419
T,58.02132,-4.40419
T,58.02046,-4.40403
T,58.02031,-4.40489
T,58.02021,-4.40511
T,58.02015,-4.40516
T,58.02006,-4.40519
T,58.0187,-4.40488
T,58.01853,-4.40487
T,58.01839,-4.4049
T,58.01818,-4.40501
T,58.01789,-4.40533
T,58.01739,-4.40632
T,58.01726,-4.4065
T,58.01713,-4.4066
T,58.01703,-4.40664
T,58.0167,-4.4065
T,58.01454,-4.40459
T,58.01236,-4.40337
T,58.01207,-4.40326
T,58.01194,-4.40326
T,58.01169,-4.4034
T,58.01155,-4.403
T,58.01146,-4.40291
T,58.01128,-4.40288
T,58.01067,-4.40288
T,58.00998,-4.40304
T,58.00793,-4.40401
T,58.00512,-4.40614
T,58.00487,-4.40638
T,58.00438,-4.407
T,58.00421,-4.40715
T,58.00299,-4.40789
T,58.00183,-4.40829
T,58.00086,-4.40875
T,57.99799,-4.4098
T,57.99774,-4.40982
T,57.99713,-4.40973
T,57.99662,-4.40979
T,57.99637,-4.40978
T,57.99596,-4.40969
T,57.99569,-4.40971
T,57.99324,-4.41052
T,57.99105,-4.41109
T,57.98843,-4.41151
T,57.98814,-4.41168
T,57.9876,-4.4123
T,57.9871,-4.41301
T,57.98608,-4.41518
T,57.98513,-4.41876
T,57.98494,-4.41901
T,57.98488,-4.41904
T,57.9848,-4.41905
T,57.98457,-4.41897
T,57.98362,-4.41911
T,57.98348,-4.41909
T,57.98329,-4.419
T,57.98262,-4.41835
T,57.98143,-4.4167
T,57.98137,-4.41667
T,57.98116,-4.41644
T,57.98041,-4.41585
T,57.97969,-4.41553
T,57.97773,-4.41503
T,57.9773,-4.415
T,57.97613,-4.41514
T,57.97543,-4.41509
T,57.97451,-4.41483
T,57.97197,-4.41363
T,57.97074,-4.4128
T,57.97027,-4.41255
T,57.96995,-4.4125
T,57.96969,-4.41256
T,57.9695,-4.41251
T,57.96874,-4.41209
T,57.96714,-4.41173
T,57.96594,-4.41126
T,57.96474,-4.41093
T,57.96457,-4.41076
T,57.96382,-4.40947
T,57.96306,-4.40861
T,57.96268,-4.4083
T,57.96221,-4.4081
T,57.96202,-4.40809
T,57.96201,-4.40808
T,57.96166,-4.40814
T,57.96155,-4.4082
T,57.96121,-4.40821
T,57.96078,-4.40808
T,57.95939,-4.40734
T,57.9592,-4.40728
T,57.95909,-4.40729
T,57.959,-4.40735
T,57.95893,-4.40747
T,57.9587,-4.40811
T,57.95834,-4.40878
T,57.95821,-4.40891
T,57.9579,-4.40909
T,57.95771,-4.40915
T,57.95764,-4.40915
T,57.95751,-4.4091
T,57.9569,-4.40861
T,57.95672,-4.40851
T,57.95654,-4.40849
T,57.95589,-4.40865
T,57.9556,-4.40864
T,57.95532,-4.40846
T,57.95513,-4.4082
T,57.95513,-4.40819
T,57.95507,-4.40812
T,57.95507,-4.40811
T,57.95488,-4.40794
T,57.95467,-4.40781
T,57.95438,-4.40771
T,57.95349,-4.40772
T,57.95315,-4.40763
T,57.95224,-4.40702
T,57.9521,-4.40684
T,57.95147,-4.40562
T,57.95108,-4.40517
T,57.95076,-4.40489
T,57.94921,-4.40301
T,57.94912,-4.40296
T,57.94907,-4.40298
T,57.94895,-4.40313
T,57.94746,-4.40576
T,57.94745,-4.40576
T,57.94705,-4.40618
T,57.94661,-4.40678
T,57.9466,-4.40678
T,57.9458,-4.40765
T,57.9444,-4.40968
T,57.9444,-4.40957
T,57.94399,-4.40836
T,57.94377,-4.40788
T,57.94361,-4.40765
T,57.94337,-4.40746
T,57.94297,-4.4073
T,57.94133,-4.40697
T,57.94038,-4.40659
T,57.93759,-4.40497
T,57.93738,-4.4049
T,57.93703,-4.40487
T,57.93573,-4.40502
T,57.93551,-4.40494
T,57.93532,-4.4048
T,57.93516,-4.40451
T,57.93508,-4.40406
T,57.93338,-4.40401
T,57.93266,-4.40384
T,57.93243,-4.40371
T,57.93223,-4.40354
T,57.9311,-4.40223
T,57.93096,-4.40211
T,57.92852,-4.40075
T,57.92785,-4.40049
T,57.92757,-4.40043
T,57.92691,-4.40055
T,57.92613,-4.40088
T,57.92578,-4.40096
T,57.92548,-4.40094
T,57.92516,-4.40085
T,57.92488,-4.40069
T,57.92388,-4.3997
T,57.92388,-4.39984
T,57.92413,-4.40007
T,57.92441,-4.40042
T,57.92331,-4.40272
T,57.92281,-4.40337
T,57.9228,-4.40337
T,57.92234,-4.40388
T,57.92198,-4.40415
T,57.92125,-4.40455
T,57.92082,-4.40465
T,57.92015,-4.40496
T,57.92006,-4.40492
T,57.91914,-4.40505
T,57.91904,-4.40503
T,57.919,-4.405
T,57.91878,-4.40462
T,57.91866,-4.40426
T,57.91865,-4.40377
T,57.91861,-4.40366
T,57.91856,-4.4036
T,57.91795,-4.40338
T,57.91624,-4.40175
T,57.91575,-4.40081
T,57.91527,-4.40019
T,57.91465,-4.39971
T,57.91296,-4.39898
T,57.91229,-4.39831
T,57.91199,-4.39815
T,57.91078,-4.3978
T,57.91067,-4.39781
T,57.91054,-4.39792
T,57.91026,-4.39851
T,57.91015,-4.39854
T,57.91008,-4.3985
T,57.90984,-4.39803
T,57.9083,-4.39579
T,57.90656,-4.3927
T,57.90622,-4.39247
T,57.90612,-4.39236
T,57.90518,-4.39047
T,57.90487,-4.38958
T,57.90426,-4.38853
T,57.90173,-4.38528
T,57.90082,-4.38315
T,57.90033,-4.38227
T,57.89902,-4.38042
T,57.89837,-4.37923
T,57.89767,-4.37769
T,57.89674,-4.37658
T,57.89615,-4.37621
T,57.894,-4.37532
T,57.89264,-4.37459
T,57.89251,-4.37457
T,57.89238,-4.37466
T,57.89228,-4.37482
T,57.89059,-4.37871
T,57.8904,-4.37937
T,57.89034,-4.38001
T,57.89038,-4.38304
T,57.89023,-4.38401
T,57.88979,-4.38553
T,57.88902,-4.3874
T,57.8888,-4.3876
T,57.88827,-4.38778
T,57.88817,-4.38785
T,57.88748,-4.38907
T,57.88742,-4.38892
T,57.88695,-4.38835
T,57.88657,-4.38813
T,57.88588,-4.38739
T,57.88582,-4.38728
T,57.8858,-4.387
T,57.88606,-4.38539
T,57.88613,-4.38413
T,57.88608,-4.38238
T,57.88586,-4.381
T,57.88532,-4.37903
T,57.88589,-4.37624
T,57.88589,-4.37557
T,57.88512,-4.36715
T,57.88505,-4.36681
T,57.88488,-4.36648
T,57.88277,-4.36392
T,57.88237,-4.36359
T,57.88198,-4.3634
T,57.88183,-4.36313
T,57.88173,-4.36317
T,57.88152,-4.36315
T,57.88105,-4.36284
T,57.88059,-4.36241
T,57.87835,-4.35972
T,57.87729,-4.35862
T,57.87652,-4.35794
T,57.87601,-4.35736
T,57.8754,-4.35643
T,57.87465,-4.35501
T,57.87407,-4.35413
T,57.87277,-4.35284
T,57.87277,-4.35283
T,57.87248,-4.35248
T,57.87208,-4.35182
T,57.86883,-4.33871
T,57.86619,-4.33167
T,57.86574,-4.33069
T,57.86541,-4.32973
T,57.86446,-4.32755
T,57.86283,-4.32142
T,57.8625,-4.31958
T,57.86189,-4.31779
T,57.86152,-4.31722
T,57.8612,-4.31695
T,57.86071,-4.31618
T,57.86022,-4.31483
T,57.8588,-4.31256
T,57.8586,-4.31235
T,57.85845,-4.31225
T,57.85751,-4.31203
T,57.85728,-4.31194
T,57.85661,-4.3115
T,57.85644,-4.31128
T,57.85507,-4.30707
T,57.85492,-4.30586
T,57.85476,-4.30545
T,57.85456,-4.30516
T,57.85441,-4.30502
T,57.85387,-4.30474
T,57.85372,-4.30461
T,57.85358,-4.30437
T,57.85249,-4.30068
T,57.8522,-4.29891
T,57.85146,-4.29649
T,57.85101,-4.2931
T,57.85115,-4.29122
T,57.85107,-4.28948
T,57.85026,-4.28499
T,57.84993,-4.28092
T,57.84976,-4.27478
T,57.8501,-4.27109
T,57.85025,-4.26768
T,57.85119,-4.26415
T,57.85161,-4.26293
T,57.85318,-4.26001
T,57.85517,-4.25523
T,57.85608,-4.25184
T,57.85622,-4.25056
T,57.85661,-4.24891
T,57.85744,-4.24366
T,57.85745,-4.24365
T,57.85827,-4.23855
T,57.85827,-4.23809
T,57.85813,-4.23736
T,57.85807,-4.23304
T,57.8579,-4.23202
T,57.8571,-4.22994
T,57.85683,-4.22897
T,57.85646,-4.22704
T,57.85582,-4.21972
T,57.85489,-4.21517
T,57.85449,-4.21387
T,57.85374,-4.20835
T,57.85353,-4.20743
T,57.85336,-4.20703
T,57.85148,-4.20418
T,57.85108,-4.20387
T,57.84955,-4.2032
T,57.84912,-4.2029
T,57.84095,-4.19385
T,57.8407,-4.19339
T,57.84032,-4.19239
T,57.83931,-4.18873
T,57.83794,-4.18551
T,57.83741,-4.1846
T,57.8348,-4.18138
T,57.83466,-4.18109
T,57.8308,-4.16802
T,57.83075,-4.1675
T,57.83091,-4.16537
T,57.83087,-4.16481
T,57.83074,-4.16418
T,57.82805,-4.15671
T,57.82745,-4.1534
T,57.82701,-4.14958
T,57.82703,-4.14817
T,57.82673,-4.14682
T,57.82689,-4.14398
T,57.82686,-4.14331
T,57.82672,-4.14233
T,57.82672,-4.14118
T,57.82713,-4.13578
T,57.82713,-4.13479
T,57.82772,-4.13107
T,57.82806,-4.12707
T,57.82828,-4.12579
T,57.8284,-4.12332
T,57.82836,-4.12091
T,57.82854,-4.12013
T,57.8288,-4.1183
T,57.83051,-4.11111
T,57.83055,-4.11066
T,57.83052,-4.10829
T,57.83066,-4.1071
T,57.83081,-4.10678
T,57.83093,-4.10667
T,57.83096,-4.10667
T,57.83099,-4.10664
T,57.83102,-4.10663
T,57.83112,-4.10644
T,57.83115,-4.10609
T,57.83109,-4.10586
T,57.83105,-4.10579
T,57.83089,-4.10514
T,57.83098,-4.10321
T,57.8308,-4.09457
T,57.83068,-4.09297
T,57.82935,-4.08566
T,57.82884,-4.08374
T,57.82818,-4.08226
T,57.82769,-4.08148
T,57.82739,-4.08111
T,57.82739,-4.0811
T,57.82692,-4.08061
T,57.82336,-4.07768
T,57.82283,-4.07711
T,57.81981,-4.07299
T,57.81981,-4.07298
T,57.81883,-4.07169
T,57.81807,-4.07098
T,57.8172,-4.07047
T,57.81688,-4.07036
T,57.81641,-4.07027
T,57.8161,-4.07027
T,57.81355,-4.07066
T,57.81262,-4.07071
T,57.81181,-4.07059
T,57.81121,-4.07041
T,57.81046,-4.07006
T,57.80959,-4.06949
T,57.8092,-4.06916
T,57.80826,-4.06818
T,57.80702,-4.06637
T,57.80624,-4.06492
T,57.80545,-4.06309
T,57.80526,-4.06339
T,57.80498,-4.06372
T,57.80437,-4.06406
T,57.80216,-4.06615
T,57.79876,-4.0689
T,57.79657,-4.07287
T,57.79329,-4.07953
T,57.79103,-4.08639
T,57.79036,-4.08766
T,57.79026,-4.08777
T,57.78999,-4.08796
T,57.78976,-4.08798
T,57.78937,-4.08784
T,57.78884,-4.08786
T,57.78843,-4.08779
T,57.7879,-4.08759
T,57.78758,-4.08757
T,57.78744,-4.0876
T,57.77911,-4.0922
T,57.77591,-4.09289
T,57.77559,-4.09307
T,57.77543,-4.09321
T,57.76264,-4.1141
T,57.7604,-4.11815
T,57.75991,-4.11929
T,57.75945,-4.12091
T,57.75869,-4.12481
T,57.75858,-4.12596
T,57.7587,-4.12801
T,57.75869,-4.13002
T,57.75857,-4.13048
T,57.75766,-4.13258
T,57.75686,-4.13367
T,57.75669,-4.13405
T,57.75668,-4.13405
T,57.7558,-4.1371
T,57.75507,-4.14073
T,57.75506,-4.14151
T,57.75515,-4.14233
T,57.75528,-4.14293
T,57.75559,-4.14383
T,57.75558,-4.14417
T,57.75415,-4.15255
T,57.7544,-4.1568
T,57.75426,-4.15731
T,57.7542,-4.15742
T,57.75325,-4.1584
T,57.75256,-4.15951
T,57.75218,-4.15997
T,57.75183,-4.16019
T,57.75155,-4.16022
T,57.75106,-4.1602
T,57.75085,-4.16026
T,57.75049,-4.16053
T,57.74967,-4.16167
T,57.7494,-4.1622
T,57.7453,-4.17286
T,57.74487,-4.17375
T,57.7426,-4.17754
T,57.73863,-4.18497
T,57.7359,-4.18914
T,57.73523,-4.18995
T,57.7347,-4.19042
T,57.7341,-4.19079
T,57.73347,-4.19102
T,57.73214,-4.19124
T,57.73166,-4.19148
T,57.7254,-4.19729
T,57.72515,-4.19764
T,57.72308,-4.20165
T,57.72239,-4.20354
T,57.72119,-4.20805
T,57.72106,-4.20961
T,57.72066,-4.21103
T,57.71992,-4.21292
T,57.71979,-4.2131
T,57.71859,-4.21428
T,57.71818,-4.21489
T,57.71709,-4.21686
T,57.7168,-4.21727
T,57.71671,-4.21732
T,57.71656,-4.21733
T,57.71574,-4.21712
T,57.71558,-4.21714
T,57.71537,-4.21724
T,57.71505,-4.21759
T,57.71459,-4.21825
T,57.71438,-4.21864
T,57.7138,-4.22025
T,57.71336,-4.22122
T,57.71271,-4.22221
T,57.71172,-4.22328
T,57.7113,-4.22383
T,57.71071,-4.2249
T,57.71036,-4.22637
T,57.71011,-4.2268
T,57.70922,-4.22711
T,57.70925,-4.22879
T,57.70768,-4.23659
T,57.7073,-4.23786
T,57.70717,-4.23929
T,57.70581,-4.24612
T,57.7054,-4.24773
T,57.70502,-4.25112
T,57.70456,-4.25917
T,57.70437,-4.26059
T,57.70312,-4.25978
T,57.70254,-4.2592
T,57.70207,-4.25888
T,57.70117,-4.2575
T,57.69979,-4.25646
T,57.69954,-4.25633
T,57.69882,-4.25626
T,57.6978,-4.25632
T,57.69717,-4.25622
T,57.6961,-4.25655
T,57.69629,-4.25878
T,57.69626,-4.25938
T,57.69619,-4.2597
T,57.69446,-4.26477
T,57.69398,-4.26693
T,57.69377,-4.26757
T,57.69387,-4.26768
T,57.693,-4.27138
T,57.69284,-4.27182
T,57.69222,-4.27289
T,57.69178,-4.27347
T,57.69122,-4.27393
T,57.69104,-4.274
T,57.69089,-4.27423
T,57.69075,-4.27457
T,57.69069,-4.27444
T,57.68398,-4.29059
T,57.68366,-4.29202
T,57.68355,-4.29361
T,57.68371,-4.29535
T,57.68313,-4.29563
T,57.68185,-4.29651
T,57.682,-4.29739
T,57.68197,-4.29761
T,57.68187,-4.2978
T,57.68138,-4.29821
T,57.68097,-4.29872
T,57.67953,-4.30143
T,57.679,-4.30293
T,57.67778,-4.30786
T,57.67618,-4.31323
T,57.67383,-4.31893
T,57.66682,-4.328
T,57.6667,-4.32823
T,57.66602,-4.33334
T,57.66588,-4.33374
T,57.66482,-4.33544
T,57.66462,-4.33562
T,57.66415,-4.33588
T,57.66206,-4.33777
T,57.66038,-4.33908
T,57.6604,-4.33938
T,57.66038,-4.33953
T,57.6597,-4.34061
T,57.65936,-4.34263
T,57.6592,-4.34318
T,57.6587,-4.34421
T,57.65798,-4.34544
T,57.65789,-4.34552
T,57.65753,-4.34659
T,57.65727,-4.34714
T,57.65617,-4.34896
T,57.65409,-4.35341
T,57.65343,-4.3537
T,57.65306,-4.35381
T,57.65246,-4.35385
T,57.65214,-4.35378
T,57.65128,-4.35334
T,57.65025,-4.35261
T,57.64926,-4.35162
T,57.64908,-4.3515
T,57.64867,-4.35141
T,57.64784,-4.35146
T,57.64731,-4.3517
T,57.63943,-4.36079
T,57.63764,-4.36341
T,57.63698,-4.36486
T,57.63584,-4.36874
T,57.63524,-4.37139
T,57.63507,-4.37255
T,57.63502,-4.37419
T,57.63498,-4.37438
T,57.63222,-4.37814
T,57.63088,-4.3797
T,57.62982,-4.38216
T,57.62883,-4.3853
T,57.62842,-4.38615
T,57.62789,-4.38704
T,57.62768,-4.38727
T,57.62742,-4.3877
T,57.62486,-4.39298
T,57.6246,-4.39338
T,57.62447,-4.39349
T,57.62382,-4.39381
T,57.62351,-4.39406
T,57.62222,-4.39631
T,57.62077,-4.39949
T,57.62076,-4.39949
T,57.62021,-4.40121
T,57.61979,-4.40202
T,57.61848,-4.40371
T,57.61562,-4.40796
T,57.61438,-4.4112
T,57.6128,-4.41428
T,57.61237,-4.41496
T,57.61151,-4.416
T,57.6112,-4.41658
T,57.61085,-4.41755
T,57.60988,-4.41955
T,57.60901,-4.42032
T,57.6075,-4.42219
T,57.60709,-4.42255
T,57.60685,-4.42301
T,57.60455,-4.43086
T,57.60446,-4.43077
T,57.6015,-4.42885
T,57.60104,-4.42839
T,57.60069,-4.42913
T,57.60014,-4.43144
T,57.59992,-4.43196
T,57.59974,-4.43223
T,57.59931,-4.43258
T,57.59915,-4.43263
T,57.59894,-4.43265
T,57.59859,-4.43251
T,57.59704,-4.43165
T,57.59599,-4.4314
T,57.59494,-4.43131
T,57.59469,-4.43116
T,57.59447,-4.43092
T,57.59429,-4.43058
T,57.59416,-4.43022
T,57.59402,-4.42954
T,57.59379,-4.42689
T,57.59335,-4.42507
T,57.59329,-4.42493
T,57.59293,-4.42442
T,57.59234,-4.42398
T,57.59212,-4.42389
T,57.59132,-4.42387
T,57.59024,-4.42408
T,57.58961,-4.4243
T,57.58926,-4.42451
T,57.58896,-4.42477
T,57.58779,-4.42633
T,57.58661,-4.42767
T,57.58513,-4.43001
T,57.57988,-4.43723
T,57.57963,-4.43735
T,57.57943,-4.43737
T,57.57941,-4.43733
T,57.57933,-4.43727
T,57.57931,-4.43727
T,57.57894,-4.43676
T,57.57833,-4.43561
T,57.57765,-4.43463
T,57.57714,-4.43406
T,57.57242,-4.42957
T,57.57242,-4.42956
T,57.56641,-4.42384
T,57.56667,-4.42313
T,57.56666,-4.42308
T,57.56658,-4.42294
T,57.56629,-4.42265
T,57.56617,-4.42257
T,57.56551,-4.42238
T,57.56533,-4.42229
T,57.56401,-4.42106
T,57.56351,-4.42009
T,57.56261,-4.4189
T,57.56249,-4.41861
T,57.56189,-4.41628
T,57.56177,-4.41602
T,57.56056,-4.41465
T,57.56017,-4.41411
T,57.55964,-4.41319
T,57.55935,-4.41244
T,57.55828,-4.41068
T,57.55793,-4.40973
T,57.55779,-4.40951
T,57.5576,-4.40937
T,57.55543,-4.40851
T,57.55437,-4.40764
T,57.55404,-4.40717
T,57.55251,-4.40422
T,57.55202,-4.405
T,57.5518,-4.40524
T,57.55149,-4.4054
T,57.55125,-4.40547
T,57.55097,-4.4035
T,57.55061,-4.39931
T,57.55007,-4.39628
T,57.54938,-4.39397
T,57.54389,-4.38078
T,57.5401,-4.37263
T,57.53937,-4.37058
T,57.53846,-4.36713
T,57.53813,-4.36508
T,57.53803,-4.36261
T,57.53819,-4.3604
T,57.54032,-4.34568
T,57.54057,-4.33758
T,57.54063,-4.33716
T,57.54071,-4.33693
T,57.54085,-4.33684
T,57.54099,-4.33658
T,57.54105,-4.33631
T,57.54101,-4.33582
T,57.54092,-4.33559
T,57.54058,-4.33101
T,57.54039,-4.33104
T,57.54026,-4.33097
T,57.53552,-4.32401
T,57.53551,-4.32401
T,57.53539,-4.32384
T,57.53465,-4.32308
T,57.53358,-4.32218
T,57.53146,-4.32092
T,57.53146,-4.32091
T,57.52751,-4.31868
T,57.52696,-4.31825
T,57.52367,-4.3142
T,57.52337,-4.31358
T,57.52307,-4.31259
T,57.52283,-4.31133
T,57.52255,-4.30816
T,57.5228,-4.30293
T,57.52271,-4.30158
T,57.52235,-4.30043
T,57.51805,-4.29101
T,57.51778,-4.29065
T,57.51716,-4.29011
T,57.51672,-4.28984
T,57.51595,-4.28954
T,57.5158,-4.28945
T,57.51567,-4.28932
T,57.51545,-4.28881
T,57.51538,-4.28853
T,57.51531,-4.28838
T,57.51493,-4.28871
T,57.51482,-4.28877
T,57.51438,-4.28883
T,57.51411,-4.28899
T,57.51395,-4.28843
T,57.5138,-4.28815
T,57.51236,-4.28627
T,57.51195,-4.28546
T,57.51058,-4.27907
T,57.51047,-4.27642
T,57.51035,-4.27555
T,57.50996,-4.27391
T,57.50983,-4.27393
T,57.50908,-4.27101
T,57.50877,-4.26922
T,57.50848,-4.26388
T,57.50849,-4.26387
T,57.50851,-4.26388
T,57.50855,-4.26401
T,57.50857,-4.26424
T,57.50856,-4.26427
T,57.5081,-4.2644
T,57.50808,-4.26439
T,57.50789,-4.26399
T,57.50764,-4.26372
T,57.50751,-4.26342
T,57.50722,-4.2633
T,57.50703,-4.26309
T,57.50697,-4.26312
T,57.50677,-4.26275
T,57.50554,-4.26141
T,57.50525,-4.26089
T,57.50502,-4.26063
T,57.50487,-4.26036
T,57.50432,-4.25962
T,57.50384,-4.2592
T,57.50352,-4.25859
T,57.50237,-4.25372
T,57.50108,-4.24527
T,57.50102,-4.24408
T,57.50117,-4.24378
T,57.50122,-4.24357
T,57.5014,-4.23981
T,57.50143,-4.23974
T,57.50146,-4.23971
T,57.50148,-4.23971
T,57.50155,-4.23975
T,57.50159,-4.23981
T,57.50167,-4.23987
T,57.50169,-4.23985
T,57.50182,-4.23981
T,57.50194,-4.23973
T,57.50186,-4.23765
T,57.50166,-4.23597
T,57.50101,-4.23386
T,57.49585,-4.22213
T,57.49391,-4.21827
T,57.49311,-4.21696
T,57.4922,-4.2157
T,57.49204,-4.21563
T,57.49182,-4.21561
T,57.49176,-4.21563
T,57.49168,-4.21562
T,57.49155,-4.2155
T,57.49145,-4.21524
T,57.49139,-4.21469
T,57.49134,-4.21454
T,57.48922,-4.21135
T,57.48711,-4.2074
T,57.4862,-4.20538
T,57.48466,-4.20141
T,57.48257,-4.19484
T,57.48229,-4.19433
T,57.48214,-4.19418
T,57.48202,-4.19418
T,57.48193,-4.19413
T,57.48174,-4.19391
T,57.48166,-4.19376
T,57.48139,-4.1928
T,57.48136,-4.19249
T,57.48131,-4.19244
T,57.48124,-4.19219
T,57.48051,-4.19117
T,57.48048,-4.1912
T,57.48066,-4.19171
T,57.48039,-4.19206
T,57.4803,-4.19175
T,57.47975,-4.19071
T,57.47973,-4.19071
T,57.47951,-4.19036
T,57.47944,-4.19035
T,57.47944,-4.19034
T,57.47938,-4.19035
T,57.47927,-4.19044
T,57.47921,-4.19045
T,57.47891,-4.19039
T,57.47888,-4.19028
T,57.47882,-4.19025
T,57.47877,-4.19025
T,57.47872,-4.19023
T,57.47869,-4.1902
T,57.47869,-4.19018
T,57.47868,-4.19017
T,57.47868,-4.19003
T,57.47867,-4.19003
T,57.47867,-4.19002
T,57.47846,-4.18999
T,57.47842,-4.19
T,57.47813,-4.19023
T,57.47803,-4.19025
T,57.47775,-4.19023
T,57.47717,-4.1903
T,57.47706,-4.19026
T,57.47695,-4.19009
T,57.47683,-4.18977
T,57.47669,-4.18962
T,57.47659,-4.18962
T,57.47631,-4.18973
T,57.47615,-4.18972
T,57.4748,-4.19024
T,57.47474,-4.19023
T,57.47465,-4.19016
T,57.47457,-4.19003
T,57.47436,-4.18935
T,57.4742,-4.18914
T,57.47412,-4.18908
T,57.47376,-4.18907
T,57.47348,-4.18868
T,57.47304,-4.18933
T,57.47274,-4.18962
T,57.47238,-4.18987
T,57.47225,-4.18992
T,57.47204,-4.18991
T,57.47197,-4.18985
T,57.47197,-4.18983
T,57.47196,-4.18983
T,57.47195,-4.18979
T,57.47194,-4.18979
T,57.47192,-4.18974
T,57.47182,-4.18962
T,57.4717,-4.1896
T,57.4717,-4.18961
T,57.47162,-4.1896
T,57.47154,-4.18955
T,57.47145,-4.18941
T,57.47141,-4.18938
T,57.47138,-4.18925
T,57.4714,-4.18895
T,57.47134,-4.1889
T,57.47121,-4.18862
T,57.47107,-4.18756
T,57.46927,-4.18756
T,57.46902,-4.18761
T,57.46896,-4.18757
T,57.46892,-4.18757
T,57.46885,-4.18771
T,57.46886,-4.18783
T,57.4687,-4.18798
T,57.46826,-4.18871
