X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.114103803,55.86043102,6368,2.02099E+12,Police Scotland,Slight,2,1,2020/12/18 00:00:00+00,Friday,1900/01/01 15:10:00+00,Glasgow,Glasgow,Single carriageway,30,More than 4 arms (not roundabout),Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,267778,665049,-4.114104,55.860431,Car occupant,Unclassified,0,Unclassified,0
-4.176327824,55.86298603,6369,2.02099E+12,Police Scotland,Serious,1,1,2020/12/23 00:00:00+00,Wednesday,1900/01/01 02:15:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,263893,665454,-4.176328,55.862986,Pedestrian,A,8,Unclassified,0
-4.203191823,55.86240902,6370,2.02099E+12,Police Scotland,Slight,2,1,2020/12/23 00:00:00+00,Wednesday,1900/01/01 14:31:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,262210,665443,-4.203192,55.862409,Taxi/Private hire car occupant,A,8,Unclassified,0
-4.362239821,55.81557903,6371,2.02099E+12,Police Scotland,Slight,2,1,2020/01/13 00:00:00+00,Monday,1900/01/01 17:35:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,252080,660561,-4.36224,55.815579,Car occupant,A,726,Unclassified,0
-4.22997482,55.80438002,6372,2.02099E+12,Police Scotland,Serious,2,1,2020/12/23 00:00:00+00,Wednesday,1900/01/01 20:20:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,260326,659040,-4.229975,55.80438,Car occupant,Unclassified,0,Unclassified,0
-4.256962827,55.86012102,6373,2.02099E+12,Police Scotland,Slight,1,1,2020/12/23 00:00:00+00,Wednesday,1900/01/01 20:10:00+00,Glasgow,Glasgow,Single carriageway,20,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258837,665297,-4.256963,55.860121,Pedestrian,Unclassified,0,Unclassified,0
-4.351464813,55.81821203,6374,2.02099E+12,Police Scotland,Slight,2,1,2020/12/24 00:00:00+00,Thursday,1900/01/01 18:45:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,252765,660831,-4.351465,55.818212,Car occupant,Unclassified,0,Unclassified,0
-4.271048815,55.86763603,6375,2.02099E+12,Police Scotland,Slight,1,1,2020/12/25 00:00:00+00,Friday,1900/01/01 07:27:00+00,Glasgow,Glasgow,Slip road,50,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,Yes,257983,666162,-4.271049,55.867636,Car occupant,Motorway,8,Unclassified,0
-4.271535817,55.86475103,6376,2.02099E+12,Police Scotland,Slight,2,1,2020/11/30 00:00:00+00,Monday,1900/01/01 17:10:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,257942,665842,-4.271536,55.864751,Cyclist,Unclassified,0,A,804
-4.214176823,55.80324603,6377,2.02099E+12,Police Scotland,Slight,2,2,2020/12/27 00:00:00+00,Sunday,1900/01/01 18:55:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,No,261312,658882,-4.214177,55.803246,Bus or coach occupant (17 or more pass seats),Unclassified,0,Unclassified,0
-4.314033823,55.87069002,6378,2.02099E+12,Police Scotland,Serious,1,1,2020/12/28 00:00:00+00,Monday,1900/01/01 06:09:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Frost or ice,None,None,Urban,Yes,255305,666591,-4.314034,55.87069,Pedestrian,Unclassified,0,Unclassified,0
-4.330064805,55.85224203,6379,2.02099E+12,Police Scotland,Slight,2,1,2020/12/26 00:00:00+00,Saturday,1900/01/01 18:15:00+00,Glasgow,Glasgow,Dual carriageway,70,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,254233,664572,-4.330065,55.852242,Car occupant,Motorway,8,Unclassified,0
-4.233775816,55.85955602,6380,2.02099E+12,Police Scotland,Slight,2,1,2020/12/24 00:00:00+00,Thursday,1900/01/01 13:07:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,260286,665187,-4.233776,55.859556,Minibus (8 - 16 passenger seats) occupant,Unclassified,0,Unclassified,0
-4.27411982,55.85235502,6381,2.02099E+12,Police Scotland,Slight,2,1,2020/10/12 00:00:00+00,Monday,1900/01/01 11:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,257735,664468,-4.27412,55.852355,Car occupant,C,0,C,0
-4.18626382,55.84668603,6382,2.02099E+12,Police Scotland,Slight,2,1,2020/12/20 00:00:00+00,Sunday,1900/01/01 13:45:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,263214,663660,-4.186264,55.846686,Car occupant,Unclassified,0,Unclassified,0
-4.349739876,55.86479203,6383,2.02099E+12,Police Scotland,Slight,2,1,2020/12/28 00:00:00+00,Monday,1900/01/01 13:13:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Dry,None,None,Urban,Yes,253049,666010,-4.34974,55.864792,Car occupant,Unclassified,0,Unclassified,0
-4.273880829,55.82884802,6384,2.02099E+12,Police Scotland,Slight,2,2,2020/06/10 00:00:00+00,Wednesday,1900/01/01 08:08:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,257664,661852,-4.273881,55.828848,Car occupant,B,768,Unclassified,0
-4.198683817,55.86775602,6401,2.02199E+12,Police Scotland,Slight,1,1,2021/01/01 00:00:00+00,Friday,2001/01/01 12:47:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,Any animal in carriageway (except ridden,Urban,Yes,262511,666029,-4.198684,55.867756,Pedestrian,Unclassified,0,Not at juncti,-1
-4.274332823,55.81443303,6402,2.02199E+12,Police Scotland,Slight,3,1,2021/01/02 00:00:00+00,Saturday,2001/01/01 21:45:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Other,Frost or ice,None,None,Urban,No,257583,660249,-4.274333,55.814433,Taxi/Private hire car occupant,B,762,Not at juncti,-1
-4.141376837,55.86150501,6403,2.02199E+12,Police Scotland,Serious,1,1,2021/01/04 00:00:00+00,Monday,2001/01/01 16:17:00+00,Glasgow ,Glasgow ,Dual carriageway,40,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,266075,665221,-4.141377,55.861505,Pedestrian,A,8,Not at juncti,-1
-4.180350817,55.84436503,6404,2.02199E+12,Police Scotland,Slight,2,3,2021/01/01 00:00:00+00,Friday,2001/01/01 12:01:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Other,Frost or ice,None,None,Urban,Yes,263576,663390,-4.180351,55.844365,Car occupant,Unclassified,0,Not at juncti,-1
-4.221840811,55.86267503,6405,2.02199E+12,Police Scotland,Slight,1,1,2021/01/08 00:00:00+00,Friday,2001/01/01 18:20:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Other,Frost or ice,None,None,Urban,No,261044,665510,-4.221841,55.862675,Pedestrian,Unclassified,0,Not at juncti,-1
-4.277853817,55.85365203,6406,2.02199E+12,Police Scotland,Slight,1,1,2021/01/09 00:00:00+00,Saturday,2001/01/01 19:52:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Frost or ice,None,None,Urban,Yes,257506,664620,-4.277854,55.853652,Pedestrian,A,8,Not at juncti,-1
-4.232077813,55.85308903,6407,2.02199E+12,Police Scotland,Slight,2,1,2021/01/12 00:00:00+00,Tuesday,2001/01/01 17:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Other,Frost or ice,None,None,Urban,Yes,260369,664464,-4.232078,55.853089,Car occupant,Unclassified,0,Unclassified,0
-4.299053853,55.84576202,6408,2.02199E+12,Police Scotland,Slight,4,4,2021/01/06 00:00:00+00,Wednesday,2001/01/01 15:45:00+00,Glasgow ,Glasgow ,Dual carriageway,50,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,256150,663786,-4.299054,55.845762,Car occupant,Motorway,77,Not at juncti,-1
-4.334936823,55.87272202,6409,2.02199E+12,Police Scotland,Slight,2,2,2021/01/12 00:00:00+00,Tuesday,2001/01/01 13:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Frost or ice,None,None,Urban,Yes,254005,666861,-4.334937,55.872722,Car occupant,Unclassified,0,Unclassified,0
-4.270790823,55.86294003,6410,2.02199E+12,Police Scotland,Slight,2,2,2021/01/17 00:00:00+00,Sunday,2001/01/01 19:00:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,257982,665639,-4.270791,55.86294,Car occupant,A,804,Unclassified,0
-4.325575826,55.88514003,6411,2.02199E+12,Police Scotland,Serious,1,1,2021/01/17 00:00:00+00,Sunday,2001/01/01 15:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Auto traffic signal,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight,Raining no high winds,Wet or damp,Roadworks,Other object on road,Urban,Yes,254637,668223,-4.325576,55.88514,Pedestrian,A,739,Unclassified,0
-4.340905824,55.89461002,6412,2.02199E+12,Police Scotland,Slight,2,2,2021/01/19 00:00:00+00,Tuesday,2001/01/01 16:50:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,253714,669309,-4.340906,55.89461,Car occupant,A,82,Unclassified,0
-4.209512812,55.86988003,6413,2.02199E+12,Police Scotland,Slight,2,1,2021/01/19 00:00:00+00,Tuesday,2001/01/01 14:45:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,261841,666287,-4.209513,55.86988,Car occupant,Unclassified,0,Unclassified,0
-4.24374482,55.83568403,6414,2.02199E+12,Police Scotland,Slight,2,1,2021/01/18 00:00:00+00,Monday,2001/01/01 11:15:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259576,662551,-4.243745,55.835684,Car occupant,B,763,Unclassified,0
-4.276849814,55.88126202,6415,2.02199E+12,Police Scotland,Slight,2,1,2021/01/19 00:00:00+00,Tuesday,2001/01/01 17:20:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,257670,667690,-4.27685,55.881262,Car occupant,A,81,Not at juncti,-1
-4.241703822,55.83713203,6416,2.02199E+12,Police Scotland,Slight,2,1,2021/01/20 00:00:00+00,Wednesday,2001/01/01 12:55:00+00,Glasgow ,Glasgow ,Single carriageway,30,Slip road,Auto traffic signal,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,259709,662708,-4.241704,55.837132,Van / Goods vehicle (3.5 tonnes mgw or under) occupant,B,763,Unclassified,0
-4.316105774,55.81095605,6417,2.02199E+12,Police Scotland,Slight,3,1,2021/01/22 00:00:00+00,Friday,2001/01/01 16:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,254953,659949,-4.316106,55.810956,Car occupant,Unclassified,0,Unclassified,0
-4.263130822,55.86148203,6418,2.02199E+12,Police Scotland,Serious,2,1,2021/01/22 00:00:00+00,Friday,2001/01/01 21:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,258456,665461,-4.263131,55.861482,Cyclist,Unclassified,0,Unclassified,0
-4.318468818,55.87134403,6419,2.02199E+12,Police Scotland,Slight,1,1,2021/01/23 00:00:00+00,Saturday,2001/01/01 11:40:00+00,Glasgow ,Glasgow ,Single carriageway,20,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,255030,666673,-4.318469,55.871344,Pedestrian,Unclassified,0,Unclassified,0
-4.259254814,55.89077102,6420,2.02199E+12,Police Scotland,Slight,1,1,2021/01/23 00:00:00+00,Saturday,2001/01/01 13:23:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,Central refuge,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258805,668712,-4.259255,55.890771,Pedestrian,A,879,Not at juncti,-1
-4.314887818,55.86838303,6421,2.02199E+12,Police Scotland,Slight,1,1,2021/01/24 00:00:00+00,Sunday,2001/01/01 15:30:00+00,Glasgow ,Glasgow ,Single carriageway,20,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Other,Wet or damp,None,None,Urban,Yes,255243,666336,-4.314888,55.868383,Pedestrian,Unclassified,0,Unclassified,0
-4.273669826,55.81947803,6422,2.02199E+12,Police Scotland,Serious,2,2,2021/01/24 00:00:00+00,Sunday,2001/01/01 14:35:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,Roadworks,None,Urban,Yes,257643,660809,-4.27367,55.819478,Car occupant,Unclassified,0,Unclassified,0
-4.240404815,55.84840802,6423,2.02199E+12,Police Scotland,Slight,1,1,2021/01/25 00:00:00+00,Monday,2001/01/01 16:40:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259831,663960,-4.240405,55.848408,Pedestrian,Unclassified,0,Not at juncti,-1
-4.205479811,55.86894602,6424,2.02199E+12,Police Scotland,Slight,3,1,2021/01/22 00:00:00+00,Friday,2001/01/01 15:50:00+00,Glasgow ,Glasgow ,Dual carriageway,50,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Other,Wet or damp,None,None,Urban,No,262090,666175,-4.20548,55.868946,Car occupant,Motorway,8,Not at juncti,-1
-4.335757826,55.79958403,6425,2.02199E+12,Police Scotland,Slight,4,2,2021/01/25 00:00:00+00,Monday,2001/01/01 17:00:00+00,Glasgow ,Glasgow ,Dual carriageway,70,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Rural,No,253679,658725,-4.335758,55.799584,Car occupant,Motorway,77,Not at juncti,-1
-4.285050816,55.86573203,6426,2.02199E+12,Police Scotland,Slight,2,2,2021/01/24 00:00:00+00,Sunday,2001/01/01 18:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,257100,665979,-4.285051,55.865732,Other vehicle occupant,Unclassified,0,Unclassified,0
-4.356485811,55.91149702,6427,2.02199E+12,Police Scotland,Serious,2,2,2021/01/28 00:00:00+00,Thursday,2001/01/01 13:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,252804,671221,-4.356486,55.911497,Pedestrian,Unclassified,0,Not at juncti,-1
-4.160022808,55.84763602,6428,2.02199E+12,Police Scotland,Slight,2,1,2021/02/03 00:00:00+00,Wednesday,2001/01/01 14:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,264860,663714,-4.160023,55.847636,Car occupant,B,765,Unclassified,0
-4.184277813,55.87420503,6429,2.02199E+12,Police Scotland,Slight,2,3,2021/01/31 00:00:00+00,Sunday,2001/01/01 20:00:00+00,Glasgow ,Glasgow ,Slip road,30,Slip road,Auto traffic signal,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights unlit,Fine + high winds,Wet or damp,None,None,Urban,Yes,263435,666718,-4.184278,55.874205,Car occupant,Motorway,8,Motorway,8
-4.195105824,55.84797603,6430,2.02199E+12,Police Scotland,Slight,2,1,2021/02/02 00:00:00+00,Tuesday,2001/01/01 17:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,Other object on road,Urban,No,262665,663821,-4.195106,55.847976,Mobility scooter rider,Unclassified,0,Unclassified,0
-4.376249812,55.90394502,6431,2.02199E+12,Police Scotland,Slight,2,1,2021/02/03 00:00:00+00,Wednesday,2001/01/01 18:25:00+00,Glasgow ,Glasgow ,Single carriageway,20,Not at junction or within 20 metres,,None within 50 metres,Zebra,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,251540,670423,-4.37625,55.903945,Car occupant,Unclassified,0,Not at juncti,-1
-4.298547812,55.81877303,6432,2.02199E+12,Police Scotland,Slight,1,1,2021/02/04 00:00:00+00,Thursday,2001/01/01 19:30:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,Zebra,Darkness - no lighting,Raining + high winds,Wet or damp,Road sign or marking defective or obscured,None,Urban,Yes,256082,660782,-4.298548,55.818773,Pedestrian,Unclassified,0,Not at juncti,-1
-4.236408816,55.85532003,6433,2.02199E+12,Police Scotland,Serious,2,1,2021/02/06 00:00:00+00,Saturday,2001/01/01 00:20:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,260106,664721,-4.236409,55.85532,Motorcycle 125cc and under rider or passenger,A,89,Unclassified,0
-4.255118817,55.86992403,6434,2.02199E+12,Police Scotland,Slight,2,1,2021/02/06 00:00:00+00,Saturday,2001/01/01 18:25:00+00,Glasgow ,Glasgow ,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258988,666384,-4.255119,55.869924,Car occupant,A,804,Unclassified,0
-4.268363814,55.87037303,6435,2.02199E+12,Police Scotland,Slight,2,3,2021/02/04 00:00:00+00,Thursday,2001/01/01 19:15:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,258161,666461,-4.268364,55.870373,Car occupant,A,804,A,804
-4.202933814,55.86236803,6436,2.02199E+12,Police Scotland,Serious,2,1,2021/02/08 00:00:00+00,Monday,2001/01/01 18:10:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Snowing no high winds,Wet or damp,None,None,Urban,No,262226,665438,-4.202934,55.862368,Motorcycle 125cc and under rider or passenger,A,8,Unclassified,0
-4.263825819,55.85227503,6437,2.02199E+12,Police Scotland,Slight,2,1,2021/02/11 00:00:00+00,Thursday,2001/01/01 08:07:00+00,Glasgow ,Glasgow ,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Other,Snow,None,None,Urban,Yes,258379,664438,-4.263826,55.852275,Car occupant,A,8,A,8
-4.247433818,55.82848103,6438,2.02199E+12,Police Scotland,Slight,2,2,2021/02/14 00:00:00+00,Sunday,2001/01/01 11:15:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Frost or ice,None,None,Urban,Yes,259319,661757,-4.247434,55.828481,Car occupant,A,728,B,768
-4.339075827,55.87616703,6439,2.02199E+12,Police Scotland,Slight,3,1,2021/02/16 00:00:00+00,Tuesday,2001/01/01 17:05:00+00,Glasgow ,Glasgow ,Dual carriageway,40,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,Roadworks,None,Urban,Yes,253759,667253,-4.339076,55.876167,Car occupant,A,814,Not at juncti,-1
-4.232852817,55.80615201,6440,2.02199E+12,Police Scotland,Slight,2,1,2021/02/17 00:00:00+00,Wednesday,2001/01/01 15:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,260152,659243,-4.232853,55.806152,Cyclist,Unclassified,0,Unclassified,0
-4.263990814,55.86966303,6441,2.02199E+12,Police Scotland,Slight,2,2,2021/02/17 00:00:00+00,Wednesday,2001/01/01 16:50:00+00,Glasgow ,Glasgow ,Dual carriageway,50,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258432,666373,-4.263991,55.869663,Car occupant,Motorway,8,Not at juncti,-1
-4.199048821,55.89710203,6442,2.02199E+12,Police Scotland,Serious,1,1,2021/02/18 00:00:00+00,Thursday,2001/01/01 16:17:00+00,Glasgow ,Glasgow ,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres,Central refuge,Daylight,Raining no high winds,Wet or damp,None,Pedestrian in carriageway - not injured,Urban,No,262592,669295,-4.199049,55.897102,Pedestrian,B,765,B,765
-4.195712823,55.85137103,6443,2.02199E+12,Police Scotland,Serious,2,1,2021/02/18 00:00:00+00,Thursday,2001/01/01 21:45:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,262639,664200,-4.195713,55.851371,Motorcycle 125cc and under rider or passenger,Unclassified,0,Not at juncti,-1
-4.287693804,55.88894202,6444,2.02199E+12,Police Scotland,Slight,3,1,2021/02/21 00:00:00+00,Sunday,2001/01/01 20:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,No,257020,668567,-4.287694,55.888942,Car occupant,A,81,Not at juncti,-1
-4.334806825,55.80368203,6445,2.02199E+12,Police Scotland,Serious,2,1,2021/02/20 00:00:00+00,Saturday,2001/01/01 12:55:00+00,Glasgow ,Glasgow ,Dual carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Rural,Yes,253754,659179,-4.334807,55.803682,Car occupant,A,727,Not at juncti,-1
-4.130139807,55.84978301,6446,2.02199E+12,Police Scotland,Slight,2,1,2021/02/22 00:00:00+00,Monday,2001/01/01 14:00:00+00,Glasgow ,Glasgow ,Single carriageway,30,Not at junction or within 20 metres,,None within 50 metres,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,No,266738,663895,-4.13014,55.849783,Cyclist,A,89,Not at juncti,-1
