X,Y,OBJECTID,ACCIDENT_INDEX,POLICE_FORCE,ACCIDENT_SEVERITY,NUMBER_OF_VEHICLES,NUMBER_OF_CASUALTIES,DATE_,DAY_OF_WEEK,TIME,LOCAL_AUTHORITY__DISTRICT_,LOCAL_AUTHORITY__HIGHWAY_,ROAD_TYPE,SPEED_LIMIT,JUNCTION_DETAIL,JUNCTION_CONTROL,PEDESTRIAN_CROSSING_HUMAN_CONT,PEDESTRIAN_CROSSING_PHYSICAL_F,LIGHT_CONDITIONS,WEATHER_CONDITIONS,ROAD_SURFACE_CONDITIONS,SPECIAL_CONDITIONS_AT_SITE,CARRIAGEWAY_HAZARDS,URBAN_OR_RURAL_AREA,DID_POLICE_OFFICER_ATTEND_SCEN,LOCATION_EASTING_OSGR,LOCATION_NORTHING_OSGR,LONGITUDE,LATITUDE,CASUALITY_TYPE,FIRST_ROAD_CLASS,FIRST_ROAD_NUMBER,SECOND_ROAD_CLASS,SECOND_ROAD_NUMBER
-4.250517819,55.82847403,1118,201497GD02201,Police Scotland,Slight,2,1,2014/01/31 00:00:00+00,Friday,1900/01/01 12:40:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259129,661757,-4.250518,55.828474,,Unclassified,0,,0
-4.265939838,55.82705902,1119,201497GD02202,Police Scotland,Slight,2,1,2014/02/23 00:00:00+00,Sunday,1900/01/01 15:05:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,258158,661631,-4.26594,55.827059,,B,768,Unclassified,0
-4.255492828,55.81869403,1120,201497GD02210,Police Scotland,Slight,2,1,2014/10/28 00:00:00+00,Tuesday,1900/01/01 18:10:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258782,660679,-4.255493,55.818694,,B,762,Unclassified,0
-4.266886838,55.82713102,1121,201497GD02412,Police Scotland,Slight,2,1,2014/12/25 00:00:00+00,Thursday,1900/01/01 15:35:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,No,258099,661641,-4.266887,55.827131,,B,766,Unclassified,0
-4.265139835,55.82839503,1122,201497GD02806,Police Scotland,Serious,1,1,2014/06/26 00:00:00+00,Thursday,1900/01/01 09:40:00+00,Glasgow,Glasgow,Single carriageway,30,Private drive or entrance,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258213,661778,-4.26514,55.828395,,Unclassified,0,Unclassified,0
-4.271321831,55.82789402,1123,201497GD02911,Police Scotland,Serious,1,1,2014/11/28 00:00:00+00,Friday,1900/01/01 16:30:00+00,Glasgow,Glasgow,Single carriageway,30,Roundabout,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,No,257824,661735,-4.271322,55.827894,,B,768,Unclassified,0
-4.246782824,55.82656503,1124,201497GD70101,Police Scotland,Serious,2,1,2014/01/13 00:00:00+00,Monday,1900/01/01 20:50:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,259356,661537,-4.246783,55.826565,,A,728,Unclassified,0
-4.245334824,55.81250803,1125,201497GD70110,Police Scotland,Fatal,2,1,2014/10/04 00:00:00+00,Saturday,1900/01/01 19:25:00+00,Glasgow,Glasgow,Dual carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,259396,659970,-4.245335,55.812508,,B,706,,0
-4.247561823,55.81016703,1126,201497GD70111,Police Scotland,Serious,1,1,2014/11/23 00:00:00+00,Sunday,1900/01/01 16:40:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259248,659714,-4.247562,55.810167,,Unclassified,0,,0
-4.27940983,55.83130402,1127,201497GD70201,Police Scotland,Serious,1,1,2014/01/26 00:00:00+00,Sunday,1900/01/01 08:30:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,257330,662131,-4.27941,55.831304,,A,77,,0
-4.282613833,55.82931202,1128,201497GD70206,Police Scotland,Slight,6,1,2014/06/19 00:00:00+00,Thursday,1900/01/01 13:45:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257122,661916,-4.282614,55.829312,,A,77,,0
-4.267469827,55.81356703,1129,201497GD70211,Police Scotland,Fatal,1,1,2014/11/21 00:00:00+00,Friday,1900/01/01 18:39:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,258013,660133,-4.26747,55.813567,,B,767,,0
-4.365782856,55.84754002,1130,201497GE00101,Police Scotland,Slight,2,1,2014/01/03 00:00:00+00,Friday,1900/01/01 18:18:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,251983,664119,-4.365783,55.84754,,Unclassified,0,Unclassified,0
-4.258717826,55.84568802,1131,201497GE00102,Police Scotland,Slight,2,1,2014/02/01 00:00:00+00,Saturday,1900/01/01 15:15:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258678,663689,-4.258718,55.845688,,Unclassified,0,Unclassified,0
-4.248861816,55.85068603,1132,201497GE00104,Police Scotland,Slight,2,3,2014/04/03 00:00:00+00,Thursday,1900/01/01 19:45:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Auto traffic signal,Control by other authorised person,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,259313,664225,-4.248862,55.850686,,A,8,Unclassified,0
-4.257128824,55.83675702,1133,201497GE00108,Police Scotland,Slight,2,2,2014/08/01 00:00:00+00,Friday,1900/01/01 23:25:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258745,662692,-4.257129,55.836757,,Unclassified,0,Unclassified,0
-4.261839826,55.84472302,1134,201497GE00109,Police Scotland,Slight,2,1,2014/09/01 00:00:00+00,Monday,1900/01/01 10:20:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258479,663588,-4.26184,55.844723,,A,77,,0
-4.276890823,55.84148803,1135,201497GE00111,Police Scotland,Slight,2,2,2014/11/01 00:00:00+00,Saturday,1900/01/01 18:20:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,257525,663259,-4.276891,55.841488,,Unclassified,0,Unclassified,0
-4.263921828,55.83931002,1136,201497GE00201,Police Scotland,Slight,2,2,2014/01/07 00:00:00+00,Tuesday,1900/01/01 17:20:00+00,Glasgow,Glasgow,Slip road,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining + high winds,Wet or damp,None,None,Urban,Yes,258329,662990,-4.263922,55.83931,,Unclassified,0,,0
-4.268020822,55.83702403,1137,201497GE00203,Police Scotland,Slight,2,2,2014/03/02 00:00:00+00,Sunday,1900/01/01 00:10:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,258064,662744,-4.268021,55.837024,,Unclassified,0,Unclassified,0
-4.262949828,55.84126902,1138,201497GE00208,Police Scotland,Slight,2,1,2014/08/03 00:00:00+00,Sunday,1900/01/01 11:05:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258397,663206,-4.26295,55.841269,,Unclassified,0,Unclassified,0
-4.276311824,55.83950403,1139,201497GE00211,Police Scotland,Slight,2,2,2014/11/03 00:00:00+00,Monday,1900/01/01 11:00:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257554,663037,-4.276312,55.839504,,Unclassified,0,Unclassified,0
-4.268323823,55.84358802,1140,201497GE00301,Police Scotland,Slight,2,1,2014/01/09 00:00:00+00,Thursday,1900/01/01 11:15:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258069,663475,-4.268324,55.843588,,Unclassified,0,Unclassified,0
-4.265546826,55.84088002,1141,201497GE00304,Police Scotland,Slight,2,1,2014/04/07 00:00:00+00,Monday,1900/01/01 21:20:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,Control by other authorised person,Zebra,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258233,663168,-4.265547,55.84088,,A,77,Unclassified,0
-4.23709382,55.82911502,1142,201497GE00310,Police Scotland,Slight,1,1,2014/10/02 00:00:00+00,Thursday,1900/01/01 18:20:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,259972,661801,-4.237094,55.829115,,B,768,Unclassified,0
-4.249753822,55.83736802,1143,201497GE00401,Police Scotland,Slight,1,1,2014/01/09 00:00:00+00,Thursday,1900/01/01 18:55:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,259209,662745,-4.249754,55.837368,,A,728,,0
-4.277866829,55.83224002,1144,201497GE00410,Police Scotland,Slight,1,1,2014/10/04 00:00:00+00,Saturday,1900/01/01 14:00:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,Pedestrian in carriageway - not injured,Urban,Yes,257430,662232,-4.277867,55.83224,,A,77,,0
-4.274495823,55.84122703,1145,201497GE00411,Police Scotland,Slight,2,1,2014/11/04 00:00:00+00,Tuesday,1900/01/01 08:30:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,257674,663225,-4.274496,55.841227,,Unclassified,0,Unclassified,0
-4.254327824,55.85375003,1146,201497GE00502,Police Scotland,Slight,1,1,2014/02/04 00:00:00+00,Tuesday,1900/01/01 15:10:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258982,664577,-4.254328,55.85375,,Unclassified,0,Unclassified,0
-4.269531823,55.83691503,1147,201497GE00512,Police Scotland,Slight,2,2,2014/12/09 00:00:00+00,Tuesday,1900/01/01 16:15:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,No,257969,662735,-4.269532,55.836915,,A,77,Unclassified,0
-4.257762822,55.85263502,1148,201497GE00602,Police Scotland,Serious,1,1,2014/02/04 00:00:00+00,Tuesday,1900/01/01 18:00:00+00,Glasgow,Glasgow,One way street,30,More than 4 arms (not roundabout),Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,258763,664460,-4.257763,55.852635,,Unclassified,0,Unclassified,0
-4.255860823,55.85235603,1149,201497GE00701,Police Scotland,Slight,2,1,2014/01/15 00:00:00+00,Wednesday,1900/01/01 09:10:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Raining no high winds,Wet or damp,None,None,Urban,Yes,258881,664425,-4.255861,55.852356,,Unclassified,0,Unclassified,0
-4.262802828,55.83214103,1150,201497GE00707,Police Scotland,Slight,6,1,2014/07/09 00:00:00+00,Wednesday,1900/01/01 16:15:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258373,662190,-4.262803,55.832141,,Unclassified,0,,0
-4.264806827,55.83667802,1151,201497GE00709,Police Scotland,Slight,2,1,2014/09/14 00:00:00+00,Sunday,1900/01/01 04:50:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Dry,None,None,Urban,Yes,258264,662699,-4.264807,55.836678,,Unclassified,0,Unclassified,0
-4.239340819,55.82902902,1152,201497GE00710,Police Scotland,Slight,2,1,2014/10/07 00:00:00+00,Tuesday,1900/01/01 14:20:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,259831,661796,-4.239341,55.829029,,A,728,,0
-4.274263824,55.83780703,1153,201497GE00803,Police Scotland,Slight,3,1,2014/03/07 00:00:00+00,Friday,1900/01/01 07:45:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,Pedestrian phase at traffic signal junction,Daylight,Fine no high winds,Dry,None,None,Urban,No,257676,662844,-4.274264,55.837807,,B,763,Unclassified,0
-4.259435823,55.85173302,1154,201497GE00809,Police Scotland,Slight,2,1,2014/09/15 00:00:00+00,Monday,1900/01/01 15:50:00+00,Glasgow,Glasgow,Dual carriageway,30,Crossroads,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258655,664363,-4.259436,55.851733,,A,77,A,8
-4.268020823,55.83701503,1155,201497GE00910,Police Scotland,Slight,1,1,2014/10/08 00:00:00+00,Wednesday,1900/01/01 15:50:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258064,662743,-4.268021,55.837015,,Unclassified,0,Unclassified,0
-4.248750815,55.83492402,1156,201497GE01001,Police Scotland,Slight,2,1,2014/01/17 00:00:00+00,Friday,1900/01/01 17:15:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,Pedestrian phase at traffic signal junction,Darkness - lights lit,Fine no high winds,Wet or damp,None,None,Urban,Yes,259263,662471,-4.248751,55.834924,,A,728,Unclassified,0
-4.281056832,55.83052702,1157,201497GE01004,Police Scotland,Slight,2,1,2014/04/10 00:00:00+00,Thursday,1900/01/01 12:30:00+00,Glasgow,Glasgow,Single carriageway,30,T or staggered junction,Auto traffic signal,None within 50 metres ,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257224,662048,-4.281057,55.830527,,A,77,Unclassified,0
-4.258330822,55.84866103,1158,201497GE01011,Police Scotland,Slight,3,2,2014/11/14 00:00:00+00,Friday,1900/01/01 14:45:00+00,Glasgow,Glasgow,Dual carriageway,30,T or staggered junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Darkness - no lighting,Other,Wet or damp,None,None,Urban,Yes,258713,664019,-4.258331,55.848661,,Unclassified,0,Unclassified,0
-4.270612822,55.83984303,1159,201497GE01105,Police Scotland,Slight,2,1,2014/05/16 00:00:00+00,Friday,1900/01/01 16:30:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,257912,663063,-4.270613,55.839843,,Unclassified,0,,0
-4.249055815,55.85071903,1160,201497GE01108,Police Scotland,Slight,2,1,2014/08/10 00:00:00+00,Sunday,1900/01/01 21:50:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Auto traffic signal,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Darkness - lights lit,Raining no high winds,Wet or damp,None,None,Urban,Yes,259301,664229,-4.249056,55.850719,,A,8,A,728
-4.253982819,55.85027803,1161,201497GE01109,Police Scotland,Slight,2,1,2014/09/21 00:00:00+00,Sunday,1900/01/01 14:00:00+00,Glasgow,Glasgow,Single carriageway,30,Other junction,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,258991,664190,-4.253983,55.850278,,Unclassified,0,Unclassified,0
-4.263904828,55.83930102,1162,201497GE01112,Police Scotland,Slight,2,1,2014/12/15 00:00:00+00,Monday,1900/01/01 07:20:00+00,Glasgow,Glasgow,Single carriageway,30,Crossroads,Give way or uncontrolled,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Wet or damp,None,None,Urban,Yes,258330,662989,-4.263905,55.839301,,Unclassified,0,Unclassified,0
-4.287795828,55.83433902,1163,201497GE01209,Police Scotland,Slight,4,1,2014/09/21 00:00:00+00,Sunday,1900/01/01 17:30:00+00,Glasgow,Glasgow,Single carriageway,30,Not at junction or within 20 metres,Data missing or out of range,None within 50 metres ,No physical crossing facilities within 50 metres,Daylight,Fine no high winds,Dry,None,None,Urban,Yes,256816,662486,-4.287796,55.834339,,B,768,,0
